participant_id,participant_code,cohort_id,age_band,employment_status_at_entry,education_level_at_entry,referral_source,completion_status,enrollment_date,created_at,updated_at,is_active,data_source
2742,PRT-27412741274127412741,75,20-21,Unemployed,Entry Level,Job Centre,Completed,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2743,PRT-27422742274227422742,40,18-19,Unemployed,Level 2,Job Centre,Completed,2024-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2744,PRT-27432743274327432743,441,18-19,Student,Entry Level,Job Centre,Completed,2023-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2745,PRT-27442744274427442744,632,16-17,Unemployed,Entry Level,Partner Organisation,Early Leaver,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2746,PRT-27452745274527452745,155,20-21,Unemployed,No Qualifications,School/College,Completed,2024-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2747,PRT-27462746274627462746,984,20-21,Unemployed,Level 1,Job Centre,In Progress,2025-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2748,PRT-27472747274727472747,828,20-21,Unemployed,Entry Level,Self-Referral,Completed,2024-04-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2749,PRT-27482748274827482748,581,18-19,Unemployed,Level 1,Self-Referral,Completed,2024-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2750,PRT-27492749274927492749,914,18-19,Student,Entry Level,Job Centre,Completed,2024-01-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2751,PRT-27502750275027502750,619,22-24,Part-time Employed,Level 2,Local Authority,In Progress,2023-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2752,PRT-27512751275127512751,1182,18-19,Economically Inactive,Entry Level,Self-Referral,In Progress,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2753,PRT-27522752275227522752,53,18-19,Part-time Employed,Level 1,School/College,In Progress,2024-03-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2754,PRT-27532753275327532753,807,20-21,Economically Inactive,Level 2,Partner Organisation,Completed,2023-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2755,PRT-27542754275427542754,1022,18-19,Part-time Employed,Level 1,School/College,In Progress,2024-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2756,PRT-27552755275527552755,607,20-21,Unemployed,Entry Level,Partner Organisation,In Progress,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2757,PRT-27562756275627562756,1166,25+,Economically Inactive,Level 1,Job Centre,Completed,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2758,PRT-27572757275727572757,240,20-21,Unemployed,Entry Level,Self-Referral,Completed,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2759,PRT-27582758275827582758,69,18-19,Unemployed,Level 3+,Partner Organisation,Completed,2024-10-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2760,PRT-27592759275927592759,235,20-21,Unemployed,Entry Level,Self-Referral,Completed,2023-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2761,PRT-27602760276027602760,846,16-17,Economically Inactive,Level 3+,Self-Referral,Early Leaver,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2762,PRT-27612761276127612761,1136,22-24,Unemployed,Entry Level,Self-Referral,In Progress,2023-01-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2763,PRT-27622762276227622762,192,16-17,Unemployed,No Qualifications,Partner Organisation,Early Leaver,2023-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2764,PRT-27632763276327632763,196,18-19,Economically Inactive,Entry Level,Partner Organisation,Transferred,2025-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2765,PRT-27642764276427642764,452,18-19,Economically Inactive,Entry Level,Local Authority,Completed,2023-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2766,PRT-27652765276527652765,736,20-21,Unemployed,Level 1,Job Centre,Completed,2023-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2767,PRT-27662766276627662766,665,16-17,Unemployed,Level 2,Self-Referral,Early Leaver,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2768,PRT-27672767276727672767,932,20-21,Unemployed,Entry Level,Partner Organisation,In Progress,2025-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2769,PRT-27682768276827682768,528,25+,Unemployed,Level 1,Job Centre,Completed,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2770,PRT-27692769276927692769,544,20-21,Unemployed,Level 3+,Local Authority,Early Leaver,2024-10-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2771,PRT-27702770277027702770,822,16-17,Economically Inactive,Entry Level,Job Centre,Early Leaver,2024-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2772,PRT-27712771277127712771,433,20-21,Unemployed,Level 2,School/College,Early Leaver,2025-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2773,PRT-27722772277227722772,659,18-19,Unemployed,Entry Level,Job Centre,In Progress,2023-12-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2774,PRT-27732773277327732773,1150,25+,Unemployed,Entry Level,Self-Referral,Completed,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2775,PRT-27742774277427742774,825,20-21,Unemployed,Level 1,Local Authority,In Progress,2025-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2776,PRT-27752775277527752775,973,16-17,Part-time Employed,Level 2,School/College,Early Leaver,2024-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2777,PRT-27762776277627762776,470,18-19,Economically Inactive,Level 2,Self-Referral,Completed,2023-12-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2778,PRT-27772777277727772777,1134,18-19,Unemployed,Level 2,Local Authority,Completed,2022-12-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2779,PRT-27782778277827782778,69,18-19,Unemployed,No Qualifications,Self-Referral,Completed,2024-09-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2780,PRT-27792779277927792779,399,18-19,Student,Level 2,Self-Referral,In Progress,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2781,PRT-27802780278027802780,907,18-19,Economically Inactive,No Qualifications,Job Centre,In Progress,2024-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2782,PRT-27812781278127812781,836,16-17,Part-time Employed,Level 1,Job Centre,Completed,2023-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2783,PRT-27822782278227822782,361,20-21,Unemployed,Level 1,Job Centre,In Progress,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2784,PRT-27832783278327832783,737,22-24,Economically Inactive,Level 3+,Job Centre,In Progress,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2785,PRT-27842784278427842784,720,18-19,Unemployed,Level 1,Self-Referral,Completed,2024-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2786,PRT-27852785278527852785,386,18-19,Part-time Employed,Level 1,Self-Referral,Completed,2023-01-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2787,PRT-27862786278627862786,467,20-21,Student,No Qualifications,Local Authority,Completed,2024-10-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2788,PRT-27872787278727872787,330,20-21,Part-time Employed,Entry Level,School/College,In Progress,2024-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2789,PRT-27882788278827882788,155,16-17,Unemployed,Level 2,Self-Referral,In Progress,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2790,PRT-27892789278927892789,163,20-21,Student,Level 2,Local Authority,Completed,2024-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2791,PRT-27902790279027902790,604,20-21,Part-time Employed,Entry Level,Local Authority,Completed,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2792,PRT-27912791279127912791,408,18-19,Student,Level 1,Partner Organisation,In Progress,2025-01-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2793,PRT-27922792279227922792,986,18-19,Student,Level 2,Job Centre,Early Leaver,2024-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2794,PRT-27932793279327932793,1028,22-24,Unemployed,Entry Level,Job Centre,Completed,2024-10-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2795,PRT-27942794279427942794,816,18-19,Unemployed,Level 1,Job Centre,Completed,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2796,PRT-27952795279527952795,622,16-17,Unemployed,No Qualifications,Self-Referral,Early Leaver,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2797,PRT-27962796279627962796,21,20-21,Part-time Employed,Level 1,Self-Referral,Completed,2025-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2798,PRT-27972797279727972797,312,25+,Economically Inactive,No Qualifications,Job Centre,Early Leaver,2023-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2799,PRT-27982798279827982798,1184,20-21,Economically Inactive,No Qualifications,Self-Referral,Early Leaver,2024-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2800,PRT-27992799279927992799,1019,16-17,Unemployed,No Qualifications,Self-Referral,Early Leaver,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2801,PRT-28002800280028002800,255,18-19,Unemployed,No Qualifications,Job Centre,Completed,2025-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2802,PRT-28012801280128012801,681,25+,Economically Inactive,Entry Level,Job Centre,In Progress,2023-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2803,PRT-28022802280228022802,450,18-19,Economically Inactive,No Qualifications,Job Centre,Early Leaver,2024-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2804,PRT-28032803280328032803,49,20-21,Part-time Employed,No Qualifications,Job Centre,In Progress,2023-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2805,PRT-28042804280428042804,499,18-19,Part-time Employed,No Qualifications,Self-Referral,Completed,2024-10-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2806,PRT-28052805280528052805,601,18-19,Part-time Employed,Entry Level,Self-Referral,In Progress,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2807,PRT-28062806280628062806,721,22-24,Student,Entry Level,Local Authority,Completed,2025-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2808,PRT-28072807280728072807,459,22-24,Unemployed,No Qualifications,Partner Organisation,Early Leaver,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2809,PRT-28082808280828082808,897,22-24,Unemployed,Entry Level,Job Centre,In Progress,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2810,PRT-28092809280928092809,971,18-19,Economically Inactive,Level 2,Job Centre,Completed,2025-01-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2811,PRT-28102810281028102810,1182,25+,Unemployed,Entry Level,School/College,Transferred,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2812,PRT-28112811281128112811,254,18-19,Economically Inactive,Level 1,Self-Referral,Completed,2023-01-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2813,PRT-28122812281228122812,83,16-17,Unemployed,Entry Level,Local Authority,In Progress,2024-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2814,PRT-28132813281328132813,1049,16-17,Economically Inactive,Level 2,Partner Organisation,In Progress,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2815,PRT-28142814281428142814,151,18-19,Economically Inactive,No Qualifications,Partner Organisation,Completed,2023-10-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2816,PRT-28152815281528152815,1186,16-17,Unemployed,Level 2,Self-Referral,Early Leaver,2023-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2817,PRT-28162816281628162816,1181,18-19,Unemployed,Level 1,Job Centre,Completed,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2818,PRT-28172817281728172817,284,20-21,Part-time Employed,Level 3+,Job Centre,Completed,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2819,PRT-28182818281828182818,321,16-17,Unemployed,Level 1,Self-Referral,Early Leaver,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2820,PRT-28192819281928192819,1141,20-21,Part-time Employed,Level 2,Job Centre,Completed,2024-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2821,PRT-28202820282028202820,163,18-19,Unemployed,Level 1,Job Centre,In Progress,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2822,PRT-28212821282128212821,191,16-17,Part-time Employed,Level 1,Local Authority,Transferred,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2823,PRT-28222822282228222822,298,18-19,Economically Inactive,Level 1,Job Centre,Completed,2025-09-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2824,PRT-28232823282328232823,408,18-19,Unemployed,Level 1,Local Authority,In Progress,2025-01-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2825,PRT-28242824282428242824,1136,20-21,Unemployed,Level 2,Local Authority,Completed,2023-01-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2826,PRT-28252825282528252825,781,22-24,Unemployed,No Qualifications,Job Centre,In Progress,2025-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2827,PRT-28262826282628262826,869,25+,Unemployed,Level 3+,Local Authority,Completed,2024-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2828,PRT-28272827282728272827,328,18-19,Student,Level 3+,Self-Referral,Transferred,2023-01-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2829,PRT-28282828282828282828,842,16-17,Unemployed,Level 3+,Self-Referral,In Progress,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2830,PRT-28292829282928292829,630,20-21,Unemployed,No Qualifications,Partner Organisation,In Progress,2025-01-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2831,PRT-28302830283028302830,128,16-17,Part-time Employed,Level 1,Job Centre,Completed,2025-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2832,PRT-28312831283128312831,526,22-24,Unemployed,Level 1,Job Centre,Completed,2023-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2833,PRT-28322832283228322832,893,20-21,Unemployed,Level 3+,Partner Organisation,Completed,2023-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2834,PRT-28332833283328332833,94,20-21,Unemployed,Entry Level,Other,In Progress,2025-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2835,PRT-28342834283428342834,692,18-19,Unemployed,Entry Level,Self-Referral,Completed,2025-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2836,PRT-28352835283528352835,815,16-17,Part-time Employed,Level 3+,Partner Organisation,In Progress,2023-01-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2837,PRT-28362836283628362836,909,16-17,Unemployed,No Qualifications,School/College,In Progress,2025-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2838,PRT-28372837283728372837,986,22-24,Economically Inactive,Entry Level,Local Authority,Completed,2024-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2839,PRT-28382838283828382838,493,18-19,Unemployed,Level 2,Self-Referral,In Progress,2025-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2840,PRT-28392839283928392839,949,16-17,Unemployed,No Qualifications,Self-Referral,Completed,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2841,PRT-28402840284028402840,966,16-17,Economically Inactive,Entry Level,Self-Referral,Early Leaver,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
